Date,Country,LocationName,SpeciesCode,DuckCount
2020/03/05,Austria,"Lendstraße 12, Kirchberg in Tirol AT-Tirol 47.44597, 12.31320",mallar3,1
2020/03/06,Austria,"Innsbruck, Hallerstraße",mallar3,11
2020/03/07,Austria,Zeller Moos (marsh area),mallar3,2
2020/03/08,Austria,Obere Lend,mallar3,2
2020/03/09,Austria,Bregenz Hafen,mallar3,3
2020/03/11,Austria,Samitzteich,mallar3,6
2020/03/12,Austria,"Baggersee Rossau, Innsbruck",mallar3,5
2020/03/13,Austria,Inzinger Gaisau,mallar3,2
2020/03/14,Austria,St_107/201 [Lannach_0011],mallar3,4
2020/03/15,Austria,"Rheinauen, Altach, Vorarlberg, AT (47.366, 9.639)",mallar3,6
2020/03/16,Austria,Zöbing,mallar3,2
2020/03/17,Austria,"AT-N., Hohenau, Ringin Station",mallar3,2
2020/03/18,Austria,Hall pump house & fields,mallar3,5
2020/03/20,Austria,"AT-N., Donaukraftwerk, Stockerau",mallar3,3
2020/03/21,Austria,"Sankt Leonhard 23, Pucking AT-Upper Austria 48.17538, 14.19577",mallar3,2
2020/03/22,Austria,Salzburg - Stadt,mallar3,1
2020/03/23,Austria,Banger/Nofler Felder,mallar3,7
2020/03/24,Austria,Seepromenade Mondsee,mallar3,10
2020/03/27,Austria,Obere Lend,mallar3,2
2020/03/28,Austria,"Losenstein, Oberösterreich, AT",mallar3,5
2020/03/29,Austria,"NSG Batthyany-Fels, Burgenland, AT (48,011, 16,75)",mallar3,1
2020/03/30,Austria,Obere Lend,mallar3,4
2020/03/31,Austria,Obere Lend,mallar3,10
2021/03/01,Austria,"Oberer Gleggenweg, Dornbirn, Vorarlberg, AT (47,423, 9,703)",mallar3,2
2021/03/02,Austria,"1 Friedelstrand, Klagenfurt am Wörthersee, Kärnten, AT (46,621, 14,26)",mallar3,35
2021/03/03,Austria,Inzinger Gaisau,mallar3,4
2021/03/04,Austria,"AT-B., Leithaluß",mallar3,30
2021/03/05,Austria,Burggarten,mallar3,6
2021/03/06,Austria,"AT-W., Donauinsel, Brigittenauer Brücke",mallar3,40
2021/03/07,Austria,big bird tower,mallar3,1
2021/03/08,Austria,Völser Auen Airport Shore,mallar3,6
2021/03/09,Austria,"AT-B., Apetlon, Neubruchlacke",mallar3,3
2021/03/10,Austria,Kratochwill Teich,mallar3,8
2021/03/11,Austria,Inzinger Gaisau,mallar3,3
2021/03/12,Austria,Wertheimsteinpark,mallar3,1
2021/03/13,Austria,Schotterteich Wundschuh,mallar3,4
2021/03/14,Austria,Neusiedler See - Seewinkel NP--Lange Lacke,mallar3,1
2021/03/15,Austria,Königsseeache-Mündung,mallar3,1
2021/03/16,Austria,Casa,mallar3,2
2021/03/17,Austria,"13 Dehnegasse, Wien, Wien, AT (48,206, 16,267)",mallar3,1
2021/03/18,Austria,Völser Auen Airport Shore,mallar3,12
2021/03/19,Austria,"5 Paulusplatz, Wien, Wien, AT (48,193, 16,402)",mallar3,3
2021/03/20,Austria,Laxenburger Schlosspark,mallar3,1
2021/03/21,Austria,Völser Auen Airport Shore,mallar3,12
2021/03/22,Austria,"Innsbruck, Hallerstraße",mallar3,8
2021/03/23,Austria,Laxenburger Schlosspark,mallar3,1
2021/03/24,Austria,Völser Auen Airport Shore,mallar3,7
2021/03/25,Austria,Schwarzenbergpark,mallar3,4
2021/03/26,Austria,Achensee -- Eben am Achensee,mallar3,40
2021/03/27,Austria,Donauinsel--Brigittenauer-Brücke to Reichsbrücke,mallar3,2
2021/03/28,Austria,big bird tower,mallar3,1
2021/03/29,Austria,Anlandebecken Hohenau,mallar3,1
2021/03/30,Austria,"Unterperfuss, Kematen in Tirol",mallar3,3
2021/03/31,Austria,Wienfluss bei Einwanggasse,mallar3,6
2022/03/01,Austria,Zicksee,mallar3,1
2022/03/02,Austria,Ratzersdorfer see,mallar3,6
2022/03/03,Austria,Obere Lend,mallar3,1
2022/03/04,Austria,Darscho,mallar3,80
2022/03/05,Austria,"223 Hinteregg, Hittisau, Vorarlberg, AT (47,466, 9,947)",mallar3,3
2022/03/06,Austria,Wienerwaldsee,mallar3,15
2022/03/07,Austria,"Innsbruck, Hallerstraße",mallar3,7
2022/03/08,Austria,"28-52 Purbergstraße, Graz, Steiermark, AT (47,108, 15,499)",mallar3,2
2022/03/10,Austria,Wiener Prater--Oberes Heustadelwasser,mallar3,23
2022/03/11,Austria,"Unterperfuss, Kematen in Tirol",mallar3,2
2022/03/12,Austria,"Zicksee, St. Andrä am Zicksee AT-Burgenland 47.78910, 16.91032",mallar3,45
2022/03/13,Austria,"16-18 Augasse, Niederösterreich, AT (47,852, 16,375)",mallar3,1
2022/03/14,Austria,"Harterhofweg, Innsbruck AT-Tyrol 47.26535, 11.33747",mallar3,2
2022/03/15,Austria,"Zillingdorf Bergwerk Biotop Niederösterreich, AT (47,852, 16,375)",mallar3,2
2022/03/16,Austria,Rheindelta / Rückhaltebecken Fußach,mallar3,2
2022/03/17,Austria,"Au-Biotop Rudersdorf, Graz",mallar3,2
2022/03/18,Austria,"220 Handelskai, Wien, Wien, AT (48.22, 16.415)",mallar3,7
2022/03/19,Austria,Wiener Prater--Unteres Heustadelwasser,mallar3,21
2022/03/20,Austria,Paspels Rankweil Wald und Sumpfgebiet,mallar3,2
2022/03/21,Austria,"1707 Auwiese, Gemeinde Bruck an der Leitha, Niederösterreich, AT (48,013, 16,757)",mallar3,1
2022/03/22,Austria,"Schwarzenbergpark, Wien, Wien, AT (48,245, 16,275)",mallar3,8
2022/03/23,Austria,Türkenschanzpark,mallar3,2
2022/03/24,Austria,Donaupark,mallar3,5
2022/03/25,Austria,Tassenbacher Stausee/Reservoir & Environs,mallar3,4
2022/03/26,Austria,"Sankt Leonhard 23, Pucking AT-Upper Austria 48.17525, 14.19582",mallar3,2
2022/03/27,Austria,DoKW Oberottensheim,mallar3,1
2022/03/28,Austria,Laxenburger Schlosspark,mallar3,5
2022/03/29,Austria,"Sportzentrum Marswiese, Neuwaldegger Straße, Wien, Wien, AT (48,239, 16,276)",mallar3,5
2022/03/30,Austria,Schlosspark Schönbrunn,mallar3,17
2022/03/31,Austria,Völser Auen Airport Shore,mallar3,5
2023/03/01,Austria,Eferdinger Becken,mallar3,7
2023/03/02,Austria,Mühlbach Mündung Altglan,mallar3,1
2023/03/03,Austria,Am Ennsmeer,mallar3,32
2023/03/04,Austria,Wiener Stadtpark,mallar3,1
2023/03/05,Austria,Wiener Prater--Lusthauswasser,mallar3,6
2023/03/06,Austria,"Parz Klg Hanslteich-Hofwiese, Wien, Wien, AT (48,238, 16,273)",mallar3,1
2023/03/07,Austria,Rheindelta--Beobachtungsplattform Fußacher Bucht,mallar3,40
2023/03/08,Austria,Eferdinger Becken,mallar3,35
2023/03/09,Austria,Umspannwerk,mallar3,22
2023/03/10,Austria,Wiener Prater--Oberes Heustadelwasser,mallar3,1
2023/03/11,Austria,Wolfgangsee Strobl,mallar3,8
2023/03/12,Austria,Türkenschanzpark,mallar3,7
2023/03/13,Austria,Obere Lend,mallar3,2
2023/03/14,Austria,Türkenschanzpark,mallar3,8
2023/03/15,Austria,Türkenschanzpark,mallar3,8
2023/03/16,Austria,Grieshoflacke,mallar3,2
2023/03/17,Austria,Eferdinger Becken,mallar3,7
2023/03/18,Austria,Kampler See and surrounds,mallar3,4
2023/03/19,Austria,Donauinsel (please use a more specific location),mallar3,6
2023/03/20,Austria,"Innsbruck, Hallerstraße",mallar3,2
2023/03/21,Austria,Eferdinger Becken,mallar3,10
2023/03/22,Austria,"3 Innerwaldstraße, Sölden, Tirol, AT (46,959, 11,007)",mallar3,1
2023/03/23,Austria,Rheindelta--Beobachtungsplattform Fußacher Bucht,mallar3,20
2023/03/24,Austria,Dechantlake,mallar3,9
2023/03/25,Austria,"247 Strandweg, Bregenz, Vorarlberg, AT (47,504, 9,702)",mallar3,2
2023/03/26,Austria,Schleienloch,mallar3,10
2023/03/27,Austria,Eferdinger Becken,mallar3,15
2023/03/28,Austria,Obere Lend,mallar3,2
2023/03/29,Austria,Schönbrunn,mallar3,13
2023/03/30,Austria,Eferdinger Becken,mallar3,10
2023/03/31,Austria,Stapelbecken Hohenau,mallar3,20
2024/03/01,Austria,Rheindelta - Rohrspitz,mallar3,1
2024/03/02,Austria,Neusiedler See - Seewinkel NP--Lange Lacke,mallar3,2
2024/03/03,Austria,"Baggersee Rossau, Innsbruck",mallar3,6
2024/03/04,Austria,Villach,mallar3,10
2024/03/05,Austria,"23 Almegg, Almegg, Oberösterreich, AT (48,068, 13,916)",mallar3,4
2024/03/06,Austria,"Wels, Freizeitanlage",mallar3,42
2024/03/07,Austria,Donauinsel (please use a more specific location),mallar3,30
2024/03/08,Austria,Eferdinger Becken,mallar3,15
2024/03/09,Austria,Wiener Prater--Unteres Heustadelwasser,mallar3,10
2024/03/10,Austria,Eferdinger Becken,mallar3,9
2024/03/11,Austria,"Wels, Freizeitanlage",mallar3,19
2024/03/12,Austria,Milser Au,mallar3,2
2024/03/13,Austria,"Breitenfurt bei Wien, Niederösterreich, AT (48,136, 16,188)",mallar3,4
2024/03/14,Austria,Burggarten,mallar3,1
2024/03/15,Austria,Röns Wald,mallar3,2
2024/03/16,Austria,Traunsee - Gmunden Esplanade,mallar3,2
2024/03/17,Austria,Rheindelta - Lagune,mallar3,5
2024/03/18,Austria,Rheindelta - Lagune,mallar3,20
2024/03/19,Austria,Achensee -- Pertisau,mallar3,3
2024/03/20,Austria,Schweizergarten,mallar3,8
2024/03/21,Austria,Neusiedler See - Seewinkel NP--Waasen-Hanság,mallar3,4
2024/03/22,Austria,Zwischen Aldrans und Lans,mallar3,2
2024/03/23,Austria,Zicklacke NO,mallar3,5
2024/03/24,Austria,Hutweide Markthof,mallar3,2
2024/03/25,Austria,Wienerwaldsee,mallar3,4
2024/03/26,Austria,"L1181, Geboltskirchen, Oberösterreich, AT (48,163, 13,667)",mallar3,1
2024/03/27,Austria,"Sankt Leonhard 23, Pucking AT-Upper Austria 48.17525, 14.19582",mallar3,5
2024/03/28,Austria,Kirchdorf am Inn (km. 36.6),mallar3,1
2024/03/29,Austria,Bregenz Hafen,mallar3,13
2024/03/30,Austria,Hölllacke,mallar3,1
2024/03/31,Austria,Neusiedler See - Seewinkel NP--Lange Lacke,mallar3,350
2020/03/01,Belgium,Oostwinkel - Landbouwgebieden,mallar3,15
2020/03/02,Belgium,Rijmenam weiden langs Dijle,mallar3,1
2020/03/03,Belgium,Knesselare - Drongengoedbos--Maldegemveld,mallar3,2
2020/03/04,Belgium,"Tweede Aardstraat 21–29, Harelbeke BE-West-Vlaanderen (50,8810,3,3258)",mallar3,4
2020/03/06,Belgium,Sint-Martens-Latem - Westerplas,mallar3,10
2020/03/07,Belgium,Genk - Terril Waterschei,mallar3,3
2020/03/08,Belgium,Hollogne sur Geer - Decanteur,mallar3,10
2020/03/09,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,30
2020/03/10,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,50
2020/03/11,Belgium,"Smedenstraat 75, Bruges BE-West Flanders 51.20482, 3.21285",mallar3,5
2020/03/12,Belgium,"Gulden-Vlieslaan, Bruges BE-West Flanders 51.21319, 3.21461",mallar3,19
2020/03/13,Belgium,Sint-Martens-Latem - Westerplas,mallar3,10
2020/03/14,Belgium,Sint-Agatha-Rode - Grootbroek,mallar3,15
2020/03/15,Belgium,Drongen - Assels,mallar3,50
2020/03/16,Belgium,"Drijfstraat 159, Blankenberge BE-West-Vlaanderen 51.29620, 3.10914",mallar3,50
2020/03/17,Belgium,"E40, Lede BE-East Flanders 50.95838, 3.87126",mallar3,2
2020/03/18,Belgium,Wandelroutes rond Weitstraat,mallar3,1
2020/03/19,Belgium,Sint-Martens-Latem - Westerplas,mallar3,8
2020/03/20,Belgium,Gent - Visserij,mallar3,1
2020/03/21,Belgium,Bourgoyen - Ossemeersen,mallar3,4
2020/03/22,Belgium,Brugge - general area (be more specific),mallar3,1
2020/03/23,Belgium,Herk-de-Stad - Schulensbroek,mallar3,20
2020/03/24,Belgium,Zandvoorde - Zoutekreek,mallar3,1
2020/03/25,Belgium,Bastiaans Yard ,mallar3,1
2020/03/26,Belgium,Bastiaans Yard ,mallar3,1
2020/03/27,Belgium,Sint-Martens-Latem - Westerplas,mallar3,5
2020/03/28,Belgium,Schelderode - Staken,mallar3,30
2020/03/29,Belgium,Turnhouts Vennengebied,mallar3,1
2020/03/30,Belgium,Wilsele - Putkapel,mallar3,1
2020/03/31,Belgium,Wandelroutes rond Weitstraat,mallar3,1
2021/03/01,Belgium,Vosselare - Rysseveld,mallar3,1
2021/03/02,Belgium,BE-Flemish Brabant-Tervuren-Grote Vaartdreef - Park 1,mallar3,2
2021/03/03,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,1
2021/03/04,Belgium,Vosselare - Meerskant,mallar3,3
2021/03/05,Belgium,Langendonk - Olens Broek,mallar3,3
2021/03/06,Belgium,"3 Rue du Coreux, Durbuy, Wallonie, BE (50,361, 5,579)",mallar3,1
2021/03/07,Belgium,Gent - Gentbrugse Meersen--Zuid,mallar3,1
2021/03/08,Belgium,"275BIS Boulevard du Souverain, Woluwe-Saint-Pierre, Bruxelles, BE (50,827, 4,434)",mallar3,2
2021/03/10,Belgium,"Frontzate, Nieuwpoort, Vlaanderen, BE (51,12, 2,759)",mallar3,2
2021/03/11,Belgium,Sint-Martens-Latem - Westerplas,mallar3,13
2021/03/12,Belgium,"Hageven, Pelt, Vlaanderen, BE (51,253, 5,413)",mallar3,8
2021/03/13,Belgium,"Auto selected 51.17051, 2.76997",mallar3,6
2021/03/14,Belgium,"2 Karel de Stoutelaan, Brugge, Vlaanderen, BE (51,212, 3,214)",mallar3,3
2021/03/15,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,20
2021/03/16,Belgium,Gent - Gentbrugse Meersen--Zuid,mallar3,1
2021/03/17,Belgium,Lommel - Sahara,mallar3,2
2021/03/18,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,16
2021/03/19,Belgium,Kasteel van Horst,mallar3,20
2021/03/20,Belgium,Turnhout - Turnhouts Vennegebied - Grote en Kleine Klotteraard,mallar3,6
2021/03/21,Belgium,Sint-Denijs-Boekel - Moldergem,mallar3,5
2021/03/22,Belgium,Heist - Kleiputten,mallar3,4
2021/03/23,Belgium,Leuven - Kruidtuin,mallar3,3
2021/03/24,Belgium,Heverlee - Abdij van Park,mallar3,11
2021/03/25,Belgium,Kruibeke - Polders,mallar3,2
2021/03/26,Belgium,Gent - Gentbrugse Meersen--Zuid,mallar3,8
2021/03/27,Belgium,Bachte-Maria-Leerne  - Leiemeersen,mallar3,1
2021/03/28,Belgium,Kruibeke - Polders,mallar3,4
2021/03/29,Belgium,Kruibeke - Polders,mallar3,4
2021/03/30,Belgium,Uitkerkse Polder (general area),mallar3,1
2021/03/31,Belgium,Bastiaans Yard ,mallar3,3
2022/03/01,Belgium,"8 Koning Willem I-kaai, Gent, Vlaams Gewest, BE (51,058, 3,732)",mallar3,3
2022/03/02,Belgium,Saint-Lambert - Parc Malou,mallar3,39
2022/03/03,Belgium,"6 Prelle, Tenneville, Région Wallonne, BE (50,074, 5,539)",mallar3,10
2022/03/04,Belgium,Ghent - Baudelopark,mallar3,12
2022/03/05,Belgium,Ghent - Baudelopark,mallar3,24
2022/03/06,Belgium,Eke - Tweelingsputten,mallar3,6
2022/03/07,Belgium,Raversijde - Duinestraat,mallar3,4
2022/03/08,Belgium,Saint-Lambert - Parc Malou,mallar3,26
2022/03/09,Belgium,Seneffe,mallar3,4
2022/03/10,Belgium,"1-15 Minnewater, Brugge, Vlaams Gewest, BE (51.2, 3.225)",mallar3,6
2022/03/11,Belgium,Gent - Portus Ganda,mallar3,4
2022/03/12,Belgium,Hautes Fagnes - Brackvenn,mallar3,7
2022/03/13,Belgium,"Simon's Yard, Maarkedal, Vlaanderen, BE",mallar3,1
2022/03/14,Belgium,Gent - Portus Ganda,mallar3,17
2022/03/15,Belgium,Gent - UGent Ledeganck & Botanical Garden,mallar3,2
2022/03/16,Belgium,Sint-Martens-Latem - Westerplas,mallar3,4
2022/03/17,Belgium,Zoersel - Zandhoven - Pulderbos - Pulle BE-Antwerpen,mallar3,4
2022/03/18,Belgium,Kalken - Kalkense Meersen,mallar3,1
2022/03/19,Belgium,Gent - City center (general area),mallar3,1
2022/03/20,Belgium,Oudergem - Rood-Klooster,mallar3,15
2022/03/21,Belgium,Sint-Martens-Latem - Westerplas,mallar3,10
2022/03/22,Belgium,"Zuidkaai 1A–29, Ghent BE-East Flanders 51.05821, 3.70703",mallar3,2
2022/03/23,Belgium,Bruxelles - Parc d'Osseghem Laeken,mallar3,2
2022/03/24,Belgium,Knesselare - Drongengoedbos--Maldegemveld,mallar3,4
2022/03/25,Belgium,"8 Koning Willem I-kaai, Gent, Vlaams Gewest, BE (51,058, 3,732)",mallar3,1
2022/03/26,Belgium,Heverlee - Abdij van Park,mallar3,18
2022/03/27,Belgium,Brugge - general area (be more specific),mallar3,20
2022/03/28,Belgium,Bachte - Vosselareput West,mallar3,15
2022/03/29,Belgium,Nazareth - Callemoeie,mallar3,3
2022/03/30,Belgium,Doel - Doelpolder Noord,mallar3,50
2022/03/31,Belgium,Molen - Varkens - Donderij - Visvijvers,mallar3,2
2023/03/01,Belgium,Oosteeklo/Ertvelde - Ter Eken,mallar3,2
2023/03/02,Belgium,Zelzate - Tuintjes Callemansputte,mallar3,4
2023/03/03,Belgium,Oudenaarde - Donkvijver,mallar3,9
2023/03/04,Belgium,Ertvelde - Dorp,mallar3,2
2023/03/05,Belgium,Ertvelde - Dorp,mallar3,1
2023/03/06,Belgium,Bachte-Maria-Leerne  - Oude Leie,mallar3,3
2023/03/07,Belgium,Oosteeklo/Ertvelde - Ter Eken,mallar3,4
2023/03/08,Belgium,"218 Mechelsebaan, Duffel, Vlaams Gewest, BE (51,081, 4,49)",mallar3,15
2023/03/09,Belgium,Pécrot - Étang de Pécrot,mallar3,1
2023/03/10,Belgium,Brugge - Minnewaterpark,mallar3,8
2023/03/11,Belgium,Oudenaarde - Donkvijver,mallar3,13
2023/03/12,Belgium,Brugge - Minnewaterpark,mallar3,1
2023/03/13,Belgium,Oosteeklo/Ertvelde - Ter Eken,mallar3,1
2023/03/14,Belgium,Drongen - Hoge Laken,mallar3,10
2023/03/15,Belgium,"94 Kardinaal Mercierlaan, Leuven, Vlaams Gewest, BE (50.863, 4.685)",mallar3,2
2023/03/16,Belgium,Neerijse - Grote Bron,mallar3,30
2023/03/17,Belgium,8 Bijlokekaai,mallar3,2
2023/03/18,Belgium,Zeebrugge - Achterhaven Weiden Spoorweg West,mallar3,20
2023/03/19,Belgium,"50 Fort Bedmarstraat, Sint-Gillis-Waas, Vlaanderen, BE (51,267, 4,113)",mallar3,4
2023/03/20,Belgium,Nazareth - Callemoeie,mallar3,4
2023/03/21,Belgium,Bruxelles - Parc Leopold,mallar3,1
2023/03/22,Belgium,Brugge - Minnewaterpark,mallar3,1
2023/03/23,Belgium,Ertvelde - Tuin Peter W.,mallar3,2
2023/03/24,Belgium,Bütgenbach - Lake,mallar3,2
2023/03/25,Belgium,Bredene - Polder Dorp - Bufferbekken,mallar3,1
2023/03/26,Belgium,"Simon's Yard, Maarkedal, Vlaanderen, BE",mallar3,1
2023/03/27,Belgium,Ertvelde - Tuin Peter W.,mallar3,3
2023/03/28,Belgium,Tervuren - Arboretum,mallar3,2
2023/03/29,Belgium,"72 Heuvelstraat, Nijlen, Vlaams Gewest, BE (51,171, 4,702)",mallar3,2
2023/03/30,Belgium,"Hertendreef, Tervuren, Vlaams Gewest, BE (50.813, 4.516)",mallar3,3
2023/03/31,Belgium,Bruxelles - Jardin Botanique,mallar3,2
2024/03/01,Belgium,Stoeterij,mallar3,3
2024/03/02,Belgium,Bazel - De Dulpop,mallar3,1
2024/03/03,Belgium,Herenthout - Kruiskensberg,mallar3,6
2024/03/04,Belgium,Wetteren - Stookte,mallar3,6
2024/03/05,Belgium,Roksem - Roksemput,mallar3,6
2024/03/06,Belgium,Erps-Kwerps  - Vijvers,mallar3,3
2024/03/07,Belgium,Gent - UGent Ledeganck & Botanical Garden,mallar3,6
2024/03/08,Belgium,Viersel - Viersels Gebroekt,mallar3,10
2024/03/09,Belgium,Knokke - Dikkedijk,mallar3,6
2024/03/10,Belgium,Broechem - AWW bekken,mallar3,5
2024/03/11,Belgium,Gent - Muinkpark,mallar3,1
2024/03/12,Belgium,"Parc Du Waux Hall, Mons, Région Wallonne, BE (50,453, 3,964)",mallar3,2
2024/03/13,Belgium,Sint-Agatha-Rode - Grootbroek,mallar3,20
2024/03/14,Belgium,Farm,mallar3,2
2024/03/15,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,6
2024/03/16,Belgium,Uitkerkse Polder--Kleiputten Wenduine,mallar3,1
2024/03/17,Belgium,"3680, Maaseik BE-Limburg 51.07953, 5.69179",mallar3,2
2024/03/18,Belgium,Gent - Groenevalleipark,mallar3,1
2024/03/19,Belgium,Merelbeke - Reymere & Paardenweide,mallar3,1
2024/03/20,Belgium,Petegem - Langemeerse Zuid,mallar3,1
2024/03/21,Belgium,Landscape ecology unit,mallar3,1
2024/03/22,Belgium,"16 Meersstraat, Kortrijk, Vlaams Gewest, BE (50,828, 3,255)",mallar3,4
2024/03/23,Belgium,Nazareth - Callemoeie,mallar3,10
2024/03/24,Belgium,Brugge - Minnewaterpark,mallar3,4
2024/03/25,Belgium,Oudenburg - Schorreweiden,mallar3,4
2024/03/26,Belgium,Oud-Heverlee - Oud-Heverlee-Zuid,mallar3,1
2024/03/27,Belgium,Vosselare - IJsput,mallar3,4
2024/03/28,Belgium,Landscape ecology unit,mallar3,1
2024/03/29,Belgium,Kanne,mallar3,2
2024/03/30,Belgium,Gent - Bourgoyen-Ossemeersen,mallar3,12
2024/03/31,Belgium,"19 Hugo Verrieststraat, Brugge, Vlaams Gewest, BE (51.214, 3.239)",mallar3,1
2020/03/01,Norway,Makkevika,mallar3,75
2020/03/02,Norway,Akerselva--Grønland,mallar3,20
2020/03/03,Norway,Sandvikselva--Hamang,mallar3,2
2020/03/04,Norway,Tveitevannet,mallar3,1
2020/03/05,Norway,Engervannet,mallar3,30
2020/03/06,Norway,Østensjøvannet,mallar3,250
2020/03/07,Norway,Nidarø,mallar3,86
2020/03/08,Norway,Drammenselva v/ Nedre Sandøra N,mallar3,2
2020/03/09,Norway,Østensjøvannet,mallar3,200
2020/03/10,Norway,Elingårdkilen,mallar3,85
2020/03/11,Norway,Østensjøvannet,mallar3,150
2020/03/12,Norway,Smestaddammen--øvre,mallar3,80
2020/03/13,Norway,Smestaddammen--øvre,mallar3,60
2020/03/14,Norway,Årosdeltaet--Høllen,mallar3,5
2020/03/15,Norway,Lille Lungegårdsvannet,mallar3,60
2020/03/16,Norway,Reddal,mallar3,20
2020/03/17,Norway,Hafrsfjord--Grannesbukta,mallar3,50
2020/03/18,Norway,Nordre Øyeren NR--Besøkssenter våtmark,mallar3,2
2020/03/19,Norway,Frognerkilen,mallar3,25
2020/03/20,Norway,Semsvannet,mallar3,8
2020/03/21,Norway,"Drammenselva mellom Hokksund og Nedre Sandøra (59,77, 9,934)",mallar3,1
2020/03/22,Norway,Hafrsfjord--Grannesbukta,mallar3,20
2020/03/23,Norway,Møvik--Sumatra,mallar3,2
2020/03/24,Norway,Sagdammen,mallar3,9
2020/03/25,Norway,Sagdammen,mallar3,10
2020/03/26,Norway,Østensjøvannet,mallar3,100
2020/03/27,Norway,Østensjøvannet,mallar3,1
2020/03/28,Norway,"Garnesvegen, Garnes NO-Hordaland 60.44815, 5.47167",mallar3,2
2020/03/29,Norway,"Øvre Sandøra
59,772, 9,921",mallar3,4
2020/03/30,Norway,Minister Ditleffs vei,mallar3,1
2020/03/31,Norway,Sandvikselva--Hamang,mallar3,5
2021/03/01,Norway,Hafrsfjord--Strandnesvågen,mallar3,6
2021/03/02,Norway,"Nygårdsparken, Bergen NO-Hordaland 60.38286, 5.32838",mallar3,79
2021/03/03,Norway,Hamreelven,mallar3,80
2021/03/04,Norway,Vollen i Asker,mallar3,28
2021/03/05,Norway,Bliksekilen,mallar3,1
2021/03/06,Norway,Hasseltangen,mallar3,6
2021/03/07,Norway,Listahavn,mallar3,1
2021/03/08,Norway,Hafrsfjord--Hagabukta,mallar3,6
2021/03/09,Norway,Stora Stokkavatnet--sør,mallar3,30
2021/03/10,Norway,Kurefjorden NR--general area,mallar3,180
2021/03/11,Norway,Kadettangen,mallar3,110
2021/03/12,Norway,"29 Leirfossvegen, Trøndelag, NO (63,392, 10,392)",mallar3,22
2021/03/13,Norway,Fantholmen,mallar3,15
2021/03/14,Norway,Vigra,mallar3,2
2021/03/15,Norway,"Nedre Sandøra (59,769, 9,938)",mallar3,3
2021/03/16,Norway,Stora Stokkavatnet--sør,mallar3,30
2021/03/17,Norway,"Nedre Sandøra (59,769, 9,938)",mallar3,10
2021/03/18,Norway,Bærums Verk--uspesifisert,mallar3,5
2021/03/19,Norway,Frognerparken (Vigelandsparken),mallar3,150
2021/03/20,Norway,"Sandebukta, Feda",mallar3,8
2021/03/21,Norway,Hafrsfjord--Grannesbukta,mallar3,21
2021/03/22,Norway,Elva ved strandtorget,mallar3,15
2021/03/23,Norway,Gaulosen NR,mallar3,15
2021/03/24,Norway,Vigeland,mallar3,12
2021/03/25,Norway,Tungenes fyr,mallar3,6
2021/03/26,Norway,"Nygårdsparken, Bergen NO-Hordaland 60.38510, 5.32441",mallar3,65
2021/03/27,Norway,"Glåma, Hvam NO-Akershus (60.0853,11.3889)",mallar3,30
2021/03/28,Norway,Nordhasselvika,mallar3,40
2021/03/29,Norway,Makkevika,mallar3,20
2021/03/30,Norway,"Nygårdsparken, Bergen NO-Hordaland 60.38504, 5.32467",mallar3,38
2021/03/31,Norway,"Nygårdsparken, Bergen NO-Hordaland 60.38510, 5.32441",mallar3,30
2022/03/01,Norway,Fredrikstad--Gamlebyen,mallar3,100
2022/03/02,Norway,Grudavatnet--Vasshusvika,mallar3,80
2022/03/03,Norway,Vadsø havn,mallar3,8
2022/03/04,Norway,Trondheim--Grillstadfjæra,mallar3,4
2022/03/05,Norway,Torvefjorden,mallar3,2
2022/03/06,Norway,Bergen--Byparken,mallar3,60
2022/03/07,Norway,Fredvangskrysset og området rundt,mallar3,10
2022/03/08,Norway,Bergen--Byparken,mallar3,70
2022/03/09,Norway,Ilaparken,mallar3,5
2022/03/10,Norway,Smestaddammen--øvre,mallar3,60
2022/03/11,Norway,Gramstad og Gramstadtjørna,mallar3,12
2022/03/12,Norway,"5518, Haugesund NO-Rogaland (59.4303,5.3051)",mallar3,6
2022/03/13,Norway,Udenes kirke,mallar3,20
2022/03/14,Norway,"Vistnesveien 68, Randaberg NO-Rogaland 58.99214, 5.59913",mallar3,11
2022/03/15,Norway,Årosdeltaet--Høllen,mallar3,37
2022/03/16,Norway,Borgardammen og Løvli Terrasse,mallar3,2
2022/03/17,Norway,Bodøsjøen Camping Area and beach,mallar3,35
2022/03/18,Norway,Fredrikstad--Strandpromenaden,mallar3,1
2022/03/19,Norway,Mosvatnet,mallar3,30
2022/03/20,Norway,Bjårvatnet,mallar3,1
2022/03/21,Norway,Makkevika,mallar3,4
2022/03/22,Norway,Østensjøvannet,mallar3,200
2022/03/23,Norway,Gamle Fredrikstad Golfklubb--øst for Rv22,mallar3,8
2022/03/24,Norway,Holmavika og Store Holmen,mallar3,6
2022/03/25,Norway,Stai,mallar3,1
2022/03/26,Norway,Hæra NR--Hærsetsjøen (Dilleviktårnet),mallar3,4
2022/03/27,Norway,"155 Sveinsvollvegen, Rogaland, NO (58,817, 5,628)",mallar3,2
